quantity,Price,SMC,Sales
25000,163,103.505,0
15776,163,103.505,0
9624,163,137.409,0
475,360,50.4,0
475,360,50.4,0
3000,360,62.28,0
475,360,62.28,0
475,360,62.28,0
475,360,62.28,0
475,360,62.28,0
475,360,62.28,0
5225,290,50.46,0
5225,290,50.46,0
5225,290,52.2,0
585,385,70.455,0
475,360,70.2,0
475,360,70.2,0
475,360,70.2,0
462,360,70.2,0
475,360,70.2,0
228,360,70.2,0
228,360,70.2,0
298,360,70.2,0
5225,290,62.06,0
5225,290,62.06,0
5225,290,62.06,0
5225,290,62.06,0
5225,290,62.06,0
5225,290,62.06,0
5225,290,70.18,0
5225,290,70.18,0
5225,290,70.18,0
298,290,70.18,0
1000,122,46.116,0
10000,92,46.092,0
10030,122,64.416,0
50000,85,46.155,0
10000,92,51.52,0
50000,80,46.08,0
1000,122,70.516,0
95,122,70.516,0
150,122,70.516,0
50000,85,51.51,0
100000,76,46.132,0
100000,76,51.528,0
500000,64,46.144,0
500000,64,51.52,0
200,280,75.04,0
200,280,75.04,0
130,565,91.53,0
130,565,91.53,0
250,155,81.995,0
55,128,82.176,0
110,128,82.176,0
60,127.5,82.2375,0
100,168.28,109.382,0
100,131.22,85.293,0
100,131.22,85.293,0
60,126.44,82.186,0
1250,443,205.552,0
1250,443,205.552,0
2500,432,205.632,0
2500,432,205.632,0
5000,411,205.911,0
5000,411,205.911,0
5000,411,205.911,0
1000,417,210.585,0
1000,417,210.585,0
350,417,210.585,0
10000,403,205.53,0
10000,403,205.53,0
10000,403,205.53,0
15000,398,205.766,0
15000,398,205.766,0
15000,398,205.766,0
20000,386,205.738,0
20000,386,205.738,0
20000,386,205.738,0
350,388,210.684,0
1000,388,210.684,0
100,368,210.496,0
100,368,210.496,0
1250,354.4,205.552,0
60000,347,205.771,0
60000,347,205.771,0
60000,347,205.771,0
2500,345.6,205.632,0
100,347,208.894,0
100,347,208.894,0
2000,347,209.241,0
2000,347,210.629,0
100,347,210.629,0
100,347,210.629,0
300,347,210.629,0
300,347,210.629,0
5000,328.8,205.8288,0
10000,322.4,205.6912,0
15000,318.4,205.6864,0
20000,308.8,205.6608,0
60000,277.6,205.7016,0
5600,110,37.4,0
60,260,90.22,0
500,225,90,0
60,765,57.375,0
540,140,58.8,0
540,140,58.8,0
3000,95,58.805,0
3000,95,58.805,0
3000,95,58.805,0
4320,85,58.82,0
5400,85,58.82,0
5400,85,58.82,0
200,231.3,137.8548,0
2375,231.3,138.0861,0
2400,230,138.23,0
2400,230,138.23,0
1399,150,50.55,0
11200,105,36.75,0
1400,130,50.96,0
200,355,82.715,0
100,185,89.355,0
100,185,89.355,0
100,185,89.355,0
100,147.7,86.5522,0
250,147.7,86.5522,0
500,147.7,88.4723,0
90,295,46.61,0
300,295,46.61,0
500,295,46.61,0
90,295,50.74,0
5000,295,64.31,0
630,133,46.683,0
2000,133,46.683,0
10000,133,50.806,0
160,113,50.85,0
160,113,50.85,0
3000,113,50.85,0
5000,133,64.239,0
3000,95,58.805,0
156,198,57.618,0
1092,110,57.64,0
1000,374.5,187.25,0
1000,374.5,187.25,0
1000,300.4,150.2,0
1000,300.4,150.2,0
200,240,58.08,0
200,240,58.08,0
200,240,58.32,0
100,190,84.93,0
100,190,84.93,0
60,190,84.93,0
720,190,95.95,0
1000,160,84.96,0
1000,160,84.96,0
1780,200,75,0
605,259,101.01,0
1000,200,81.4,0
1000,200,81.4,0
1000,200,81.4,0
8000,160,81.44,0
8000,160,81.44,0
8000,160,81.44,0
1000,177,101.067,0
38000,130,81.51,0
38000,130,81.51,0
270,140,41.3,0
300,140,47.74,0
300,140,47.74,0
270,140,47.74,0
270,140,47.74,0
640,140,51.94,0
100,140,52.22,0
640,140,52.22,0
600,140,52.22,0
960,140,52.22,0
976,140,52.22,0
300,140,52.22,0
300,140,52.22,0
300,140,52.22,0
1200,140,52.22,0
60,700,273,0
10000,575,272.55,0
10000,134,63.918,0
1694,136,67.32,0
100000,500,273,0
160,372.05,207.6039,0
1600,185,105.635,0
10000,183,105.774,0
847,105,67.305,0
800,137,105.764,0
4970,347,122.144,0
560,347,122.144,0
2000,347,122.144,0
5040,255,122.145,0
560,347,179.052,0
13000,200,50,0
88,200,88.4,0
1000,295,175.525,0
5000,220,150.04,0
1000,220,155.1,0
150,220,164.56,0
1391,226.85,170.36435,0
150,226.8,175.5432,0
5100,226.8,175.5432,0
1000,220,175.56,0
5000,220,177.76,0
1000,139,81.037,0
1000,139,81.454,0
1000,134,65.794,0
100,134,65.794,0
250,275,151.525,0
2000,255,150.96,0
2500,255,157.335,0
1000,255,157.335,0
2640,260,113.1,0
360,260,113.62,0
2451,260,113.62,0
200,245,115.395,0
2280,260,123.24,0
200,245,120.295,0
4830,60,62.82,0
205,69,42.228,0
205,69,42.228,0
205,68,42.296,0
205,68,42.296,0
205,61,41.358,0
1025,61,42.029,0
410,61,42.212,0
666,58,42.282,0
100,250,34,0
1000,250,63.75,0
1050,250,63.75,0
300,250,69.75,0
300,250,69.75,0
250,250,81.75,0
500,250,81.75,0
1000,557.5,183.4175,0
1000,557.5,194.5675,0
1000,525,183.225,0
1000,420,155.82,0
1000,420,155.82,0
100,225,61.65,0
100,225,61.65,0
100,225,73.35,0
100,225,73.35,0
100,225,73.35,0
100,225,76.95,0
100,225,76.95,0
100,225,76.95,0
55,225,85.95,0
200,148,61.716,0
200,148,61.716,0
200,148,73.26,0
200,148,73.26,0
200,148,73.26,0
200,148,76.96,0
200,148,76.96,0
200,148,76.96,0
5000,139,73.392,0
5000,139,73.392,0
5000,139,73.392,0
5000,139,77.006,0
5000,139,77.006,0
5000,139,77.006,0
20000,131,74.015,0
20000,131,77.028,0
20000,131,77.028,0
200,259,93.758,0
200,259,93.758,0
200,259,93.758,0
200,259,97.902,0
200,245,93.59,0
3400,195,93.6,0
850,195,97.89,0
850,195,97.89,0
1700,195,97.89,0
1000,370,115.81,0
6000,325,115.7,0
10000,155,70.99,0
10000,155,95.635,0
1000,200,68.2,0
1000,200,68.2,0
1000,200,68.2,0
1000,200,73.2,0
1000,200,80.2,0
3000,150,68.25,0
3000,150,68.25,0
3000,150,68.25,0
3000,150,80.25,0
6000,100,68.3,0
6000,100,68.3,0
10000,80,68.24,0
10000,80,68.24,0
1000,235,36.66,0
380,235,36.66,0
190,235,38.305,0
190,235,43.24,0
760,191,43.357,0
760,112,36.736,0
10640,116,43.268,0
100320,106,43.248,0
500080,98,43.316,0
1000160,89,43.343,0
10000,89,45.034,0
100000,81,45.036,0
500000,75,45,0
1000000,68,45.016,0
250,2500,82.5,0
250,2500,82.5,0
250,2500,82.5,0
250,250,81.75,0
51,225,76.275,0
250,200,76.2,0
250,200,81.8,0
250,200,81.8,0
250,200,81.8,0
3000,200,81.8,0
3000,200,81.8,0
3000,200,81.8,0
3000,200,81.8,0
6000,175,81.9,0
6000,175,81.9,0
6000,175,81.9,0
6000,175,81.9,0
500,198,71.28,0
75,59,23.305,0
20000,59,23.305,0
100,59,23.305,0
100,59,23.305,0
100,59,23.305,0
100,59,23.305,0
100,59,23.305,0
100,59,23.305,0
100,59,23.364,0
55,59,25.311,0
1800,46,23.322,0
20000,46,23.322,0
10000,46,23.322,0
10000,46,23.322,0
10000,46,23.322,0
10000,46,23.322,0
10000,46,23.322,0
10000,46,23.322,0
10000,46,23.368,0
20000,44,23.32,0
20000,44,23.32,0
20000,44,23.32,0
160,345,207.345,0
150000,260,202.28,0
150000,260,207.22,0
150000,260,207.22,0
100000,260,207.22,0
150000,260,207.22,0
150000,260,207.22,0
6020,200,100,0
20160,228.4,125.62,0
20160,228.4,125.62,0
6020,200,125.6,0
6020,200,125.6,0
200000,122,91.744,0
50000,122,122.244,0
180,350,147.35,0
180,350,147.35,0
630,350,147.35,0
1000,265,153.965,0
1000,265,153.965,0
1000,265,153.965,0
1680,230,153.87,0
2240,230,153.87,0
2240,230,153.87,0
5600,220,153.78,0
100,357,125.664,0
1350,285,125.685,0
147,306,113.832,0
147,306,113.832,0
2591,256,100.864,0
2591,256,100.864,0
2591,256,123.136,0
3400,229.5,126.225,0
3400,210.5,126.3,0
10000,161,99.337,0
3400,194.5,126.2305,0
2205,161.7,105.105,0
10000,151,99.358,0
20000,163.5,113.796,0
20000,163.5,113.796,0
5000,163.5,113.796,0
10000,142,99.258,0
2591,161,123.165,0
1000,80,25.44,0
1250,295,75.815,0
1000,500,197.5,0
5000,405,197.235,0
5000,400,197.6,0
10000,350,197.4,0
5000,325,143.975,0
1000,399,181.146,0
300,399,181.146,0
150,399,185.136,0
750,136,29.784,0
1000,136,32.504,0
5000,98,27.93,0
10000,95,27.93,0
40000,95,27.93,0
30000,95,27.93,0
20000,95,27.93,0
10000,95,27.93,0
4000,95,27.93,0
750,136.9,41.07,0
5000,95,29.735,0
25000,95,29.735,0
20000,95,29.735,0
9000,95,29.83,0
70000,95,30.02,0
145000,95,31.255,0
5000,95,31.255,0
19000,95,32.205,0
30000,95,32.205,0
50000,95,32.585,0
50000,95,32.585,0
40000,95,32.585,0
30000,95,32.585,0
20000,95,32.585,0
10000,95,32.585,0
5000,95,32.585,0
40000,95,41.04,0
750,65.2,32.5348,0
1000,630,189.63,0
1000,630,193.41,0
1120,1025,466.375,0
1000,1038.53,529.6503,0
100,978,515.406,0
110,978,515.406,0
5000,906,515.514,0
1000,410,144.32,0
500,463,115.287,0
176,440,112.64,0
176,440,115.28,0
30720,35,17.01,0
99840,36,24.588,0
20352,35,27.72,0
100488,35,27.72,0
99840,35,27.755,0
30720,35,28.07,0
10560,39,35.919,0
100,230,148.12,0
55,150,67.35,0
126,150,67.35,0
450,150,67.35,0
250,548.9,87.824,0
250,548.9,87.824,0
900,395,71.495,0
5454,395,85.32,0
100,195,63.375,0
100,195,63.375,0
100,195,63.375,0
300,349,102.955,0
150,349,102.955,0
1800,349,102.955,0
1800,349,102.955,0
190,349,102.955,0
120,333.5,121.0605,0
120,333.5,121.0605,0
120,333.5,130.065,0
120,333.5,130.065,0
360,277.9,120.8865,0
360,277.9,120.8865,0
1080,264,120.12,0
5000,200,91,0
1080,264,120.912,0
1080,264,120.912,0
360,277.9,130.0572,0
360,277.9,130.0572,0
1080,264,130.152,0
1080,264,130.152,0
5000,200,121,0
5000,200,130.2,0
192,310,124.31,0
192,310,124.31,0
1152,280,124.32,0
1152,280,124.32,0
500,413,185.437,0
6000,413,185.437,0
2000,413,185.437,0
1000,413,185.437,0
2000,413,185.437,0
500,413,185.437,0
100,413,185.437,0
100,413,185.437,0
1196,255,117.3,0
500,255,117.3,0
2344,255,117.3,0
3000,371,185.5,0
3000,371,185.5,0
500,369,185.607,0
500,369,185.607,0
6000,338,185.562,0
6000,338,185.562,0
1500,338,185.562,0
1500,338,185.562,0
80,255,185.64,0
216,255,185.64,0
1652,255,185.64,0
2000,255,185.64,0
500,76.5,60.282,0
280,254,70.866,0
60,254,70.866,0
1120,198,70.884,0
250,160,79.36,0
6000,300,76.2,0
4000,300,96,0
1000,300,96.6,0
5000,344,172,0
10000,315,171.99,0
20000,287,171.913,0
3000,239.2,82.524,0
1950,239.2,82.524,0
1950,239.2,82.524,0
250,259,89.614,0
2000,259,91.686,0
1950,239.2,89.7,0
1950,239.2,89.7,0
250,239.2,89.7,0
3000,239.2,89.7,0
2000,239.2,89.7,0
2500,225,84.825,0
2500,225,84.825,0
1950,239.2,91.6136,0
1950,239.2,91.6136,0
5000,215,84.925,0
1000,223.5,89.847,0
100,225,91.575,0
2000,225,91.575,0
2000,225,91.575,0
2000,225,91.575,0
2000,225,91.575,0
2000,223.5,91.635,0
5000,215,91.59,0
5000,215,91.59,0
5000,215,91.59,0
900,145,43.79,0
4400,150,60.9,0
1000,145,60.9,0
1200,145,61.77,0
300,145,61.77,0
250,83,49.551,0
250,83,53.618,0
121,290,99.76,0
847,245,99.96,0
350,139,77.84,0
7000,101,62.317,0
20000,112,77.952,0
20000,112,77.952,0
20000,83,62.25,0
7000,101,77.972,0
100000,78.9,62.2521,0
100000,78.9,77.9532,0
52,69.5,37.4605,0
560,275,133.925,0
560,275,133.925,0
1000,275,133.925,0
70,275,133.925,0
1000,275,136.95,0
560,275,136.95,0
5000,215,107.07,0
5000,189,107.919,0
180,112,44.352,0
60,112,44.352,0
12240,112,45.808,0
75,112,45.808,0
2448,112,46.256,0
2448,112,46.256,0
300,223,69.353,0
55,112.5,72.1125,0
150,44.34,28.821,0
100,202.5,60.75,0
100,202.5,60.75,0
100,202.5,66.6225,0
800,155,60.76,0
800,155,60.76,0
800,155,66.495,0
250,250,0,0
375,250,0,0
5000,185,0,0
125,250,102,0
125,250,102,0
1000,250,102,0
1000,250,111.75,0
5000,159,88.563,0
100,621,97.497,0
100,621,97.497,0
100,621,98.739,0
150,621,98.739,0
8500,200,63,0
850,200,63,0
2369,200,63,0
200,174,56.028,0
800,151,56.021,0
2369,150,63.15,0
2369,150,63.15,0
500,123,57.687,0
500,123,57.687,0
1000,123,59.163,0
500,123,59.163,0
500,123,63.099,0
850,123,63.099,0
1500,123,63.099,0
500,123,63.591,0
1000,123,63.591,0
500,123,63.591,0
1234,123,63.591,0
500,123,63.591,0
500,123,63.591,0
850,123,63.591,0
850,123,63.591,0
1000,123,63.591,0
3000,123,63.591,0
250,300,65.1,0
415,319,74.008,0
60,300,80.4,0
250,300,81.9,0
105,319,89.639,0
500,185,62.16,0
250,185.6,63.8464,0
10000,189,65.583,0
1000,185,64.935,0
2000,185,64.935,0
1000,219,89.571,0
1000,185,80.475,0
500,185,81.77,0
1549,199.5,63.2415,0
200,199.5,63.441,0
400,199.5,64.4385,0
200,200,69.4,0
200,200,69.4,0
400,148,44.4,0
126,196,75.656,0
126,196,75.656,0
126,196,76.832,0
252,191,75.636,0
252,191,76.782,0
504,186,76.818,0
252,191,79.456,0
1008,181,76.744,0
5040,176,76.736,0
126,196,88.788,0
60,196,88.788,0
126,196,105.252,0
102,191,103.522,0
252,191,105.241,0
504,186,105.276,0
50022,135,76.815,0
1008,181,105.161,0
50274,160,93.28,0
5040,176,105.248,0
100254,155,93.31,0
102,191,117.847,0
1176,191,117.847,0
250194,148,93.24,0
50022,135,105.165,0
10000,271,132.248,0
100000,259,132.349,0
1000,275,171.875,0
5000,275,214.225,0
25000,259,214.193,0
150,78,35.022,0
100,150,41.7,0
275,223.2,92.628,0
275,210,94.29,0
100,150,48.45,0
100,150,53.1,0
100,150,53.1,0
3000,210,102.48,0
3000,210,102.48,0
294,210,102.48,0
75,210,106.26,0
1000,210,106.26,0
1000,210,106.26,0
3000,210,106.26,0
294,210,106.26,0
1000,210,106.26,0
5000,210,106.26,0
294,210,106.26,0
5000,145,83.81,0
10000,139,83.817,0
294,260,135.46,0
1000,260,141.18,0
1000,260,147.42,0
294,260,147.42,0
294,260,147.42,0
1000,260,148.2,0
1000,260,148.46,0
1000,260,148.46,0
1000,260,148.46,0
1000,260,148.46,0
10400,5.25,4.179,0
16000,5.25,4.18425,0
16155,5.1,4.1769,0
17503,5.1,4.1871,0
11678,5.1,4.1871,0
11537,5.1,4.1871,0
11537,5.1,4.1871,0
17000,5.1,4.7991,0
17000,3.5,4.0565,0
17000,3.5,4.0565,0
16954,3.5,5.2955,0
10148,3.5,5.299,0
10148,3.5,5.313,0
250,191,47.75,0
250,191,47.75,0
250,191,47.75,0
299,187,46.75,0
299,187,46.75,0
1000,160,47.68,0
1000,160,47.68,0
1000,160,47.68,0
300,156,46.8,0
300,156,46.8,0
300,156,46.8,0
4980,170,77.86,0
400,265.7,34.8067,0
400,265.7,34.8067,0
400,240,34.8,0
400,240,34.8,0
3000,160,34.72,0
20000,69,35.949,0
40000,66,35.904,0
4338,66,35.904,0
475,196.7,74.1559,0
380,190,74.1,0
2500,172,76.368,0
60,325,88.725,0
60,325,88.725,0
60,325,88.725,0
60,78,51.324,0
65,78,53.898,0
200,270,94.5,0
430,450,141.3,0
100,222,52.17,0
100,222,52.17,0
10000,122,52.094,0
10000,122,52.094,0
500,500,61.5,0
100,500,61.5,0
100,500,61.5,0
500,500,61.5,0
200,500,61.5,0
600,500,61.5,0
200,500,61.5,0
200,500,61.5,0
100,220,61.16,0
100,220,61.16,0
200,220,61.38,0
600,220,61.38,0
200,220,61.38,0
200,220,61.38,0
200,220,61.38,0
200,220,61.38,0
800,170,61.37,0
800,170,61.37,0
3200,165.6,67.7304,0
75,170,68.68,0
75,170,68.68,0
235,153,69.003,0
125,136,68.68,0
125,136,68.68,0
150,169,52.221,0
150,169,56.615,0
200,250,60,0
70,400,148.8,0
200,299,66.677,0
200,299,69.368,0
250,199.5,69.2265,0
200,199.5,69.2265,0
250,199.5,69.2265,0
200,199.5,69.2265,0
415,210,43.68,0
55,185,72.705,0
55,185,72.705,0
55,185,72.705,0
1000,185,72.705,0
55,185,72.705,0
55,185,72.705,0
4000,185,73.075,0
4000,185,73.075,0
4000,185,73.075,0
2475,185,73.075,0
4000,185,73.075,0
293,185,73.075,0
225,185,73.075,0
4999,185,73.075,0
55,185,73.075,0
5000,158,62.568,0
5000,150,60.75,0
5000,158,72.996,0
5000,150,72.6,0
5000,150,72.6,0
5000,150,72.6,0
10000,150,72.6,0
5000,150,72.6,0
5000,150,72.6,0
24700,150,73.05,0
24700,150,73.05,0
24700,150,73.05,0
20000,150,73.05,0
5000,150,73.05,0
29300,150,73.05,0
5000,150,73.05,0
100,70,44.38,0
55,70,45.01,0
900,127.6,67.1176,0
900,120,67.08,0
100,455.6,127.568,0
1170,385,127.05,0
1260,385,127.82,0
1530,385,127.82,0
250,377,161.356,0
125,261.5,56.484,0
250,250,81.75,0
250,250,81.75,0
2500,200,81.8,0
2500,200,81.8,0
200,350,101.85,0
500,104,58.864,0
140,102.5,65.7025,0
100,82,52.726,0
100,82,53.054,0
100,110,53.24,0
100,110,54.67,0
100,110,54.67,0
100,110,54.67,0
100,110,54.67,0
100,110,54.67,0
500,95,53.2,0
500,95,53.2,0
500,95,54.72,0
500,95,54.72,0
250,590,50.15,0
400,350,50.4,0
70,320,50.24,0
300,250,50.25,0
30800,73.5,24.1815,0
30000,73.5,24.1815,0
1400,74.5,28.459,0
30800,67.5,28.485,0
1400,79,33.97,0
1400,79,33.97,0
1400,79,33.97,0
1400,79,33.97,0
1000,79,33.97,0
1000,79,33.97,0
1000,79,33.97,0
1000,79,33.97,0
1400,79,33.97,0
1400,79,33.97,0
1400,79,33.97,0
1400,79,33.97,0
30800,73.5,33.957,0
30800,73.5,33.957,0
5000,73.5,33.957,0
5000,73.5,33.957,0
100,225,66.375,0
100,225,66.375,0
100,225,66.375,0
200,200,66.4,0
200,200,66.4,0
200,200,66.4,0
300,175,66.5,0
300,175,66.5,0
300,175,66.5,0
500,150,66.45,0
500,150,66.45,0
500,150,66.45,0
900,125,66.5,0
1000,125,66.5,0
1000,125,66.5,0
1800,115,66.47,0
6000,115,66.47,0
12600,87,50.373,0
210,250,57.75,0
33018,290,142.97,0
10000,290,142.97,0
5000,290,143.26,0
14804,290,143.26,0
2000,290,143.26,0
2000,290,143.26,0
5000,290,143.26,0
26905,290,143.55,0
63600,290,144.13,0
5000,290,144.71,0
150,290,146.45,0
150,290,146.45,0
5000,290,146.45,0
3000,290,147.9,0
10000,290,150.8,0
10000,290,150.8,0
150,290,150.8,0
150,290,150.8,0
150,290,150.8,0
5000,290,150.8,0
5000,290,150.8,0
1500,290,150.8,0
150,290,187.34,0
100,290,188.79,0
10000,258.4,167.96,0
4030,180,60.3,0
800,180,62.1,0
800,180,62.1,0
800,180,66.6,0
800,180,66.6,0
800,180,84.24,0
100,131,87.901,0
100,131,89.342,0
200,131,89.473,0
10000,226.1,146.965,0
10000,223.6,145.34,0
1470,186,56.916,0
175,155,57.04,0
175,155,57.04,0
175,155,57.04,0
350,150,57,0
350,150,57,0
350,150,57,0
525,145,56.985,0
1470,186,74.958,0
1050,186,74.958,0
60090,186,74.958,0
1050,140,56.98,0
50400,141.3,59.346,0
5075,135,56.97,0
100275,129,59.34,0
375,155,74.865,0
175,155,75.485,0
250425,121.1,59.339,0
555,150,74.85,0
240180,141.3,74.889,0
50050,99,57.024,0
1200180,129,74.949,0
6000180,121.1,74.9609,0
54,89,57.138,0
10000,213,138.45,0
70,240,94.08,0
100,150,44.4,0
200,150,58.35,0
80,185,67.895,0
100,185,85.655,0
5000,125,85.75,0
5600,125,85.75,0
69,53.5,34.454,0
100,110,61.38,0
900,350,265.65,0
5400,300,265.5,0
10000,225,130.95,0
1000,165,68.64,0
1000,149,68.54,0
1000,135,73.98,0
100,135,85.05,0
55,176,114.048,0
1000,121,66.429,0
300,121,66.429,0
300,121,66.429,0
10000,91,51.051,0
10000,91,51.051,0
1000,121,68.97,0
115,121,68.97,0
50000,84,51.072,0
50000,84,51.072,0
100000,75,51.075,0
100000,75,51.075,0
500000,63,51.03,0
500000,63,51.03,0
300,375,160.875,0
250,217,57.288,0
156,217,63.147,0
156,217,73.129,0
156,217,80.073,0
262,217,80.073,0
156,217,80.29,0
250,215,79.98,0
400000,85,0,0
294,485,0,0
1176,398,0,0
5292,325,0,0
760,9999.9,39.9996,0
70,15000,90,0
150,15000,90,0
230,15000,90,0
300,15000,90,0
300,15000,90,0
200,9800,68.6,0
200,9500,66.5,0
98,10000,120,0
132,4200,50.4,0
132,4200,50.4,0
132,4200,50.4,0
300,2000,40,0
100,10800,270,0
936,260,13,0
98,260,13,0
5000,167,10.02,0
54,550,33.55,0
400,2699.03,170.03889,0
150,500,33.5,0
500,1605.39,107.56113,0
10000,2000,154,0
1000,415,32.37,0
232,2185,172.615,0
250,1070,87.74,0
60,458.33,39.41638,0
50000,115,10.005,0
200,371,34.874,0
500,783.49,78.349,0
2000,783.49,78.349,0
250,230,23.23,0
250,880,88.88,0
400,600,61.2,0
400,600,61.2,0
270,2185,227.24,0
270,2185,227.24,0
250,850,93.5,0
500,850,93.5,0
1000,400,44.4,0
250,250,27.75,0
500,300,33.3,0
100,320,36.16,0
60,500,57,0
1300,250,28.75,0
100,800,94.4,0
100,500,60.5,0
1500,289,34.969,0
400,415,52.29,0
2000,950,122.55,0
250,900,118.8,0
26000,260,34.32,0
26000,260,34.32,0
27000,260,34.32,0
27000,260,34.32,0
27000,260,34.32,0
27000,260,34.84,0
27000,260,34.84,0
27000,260,34.84,0
316,260,34.84,0
1500,260,34.84,0
268,260,34.84,0
250,450,60.75,0
100,200,27.2,0
5000,500,70.5,0
30000,400,56.8,0
10000,1200,172.8,0
100,300,44.4,0
100,300,44.4,0
1008,182,27.3,0
200,325,48.75,0
2000,265,40.015,0
1000,400,60.8,0
1000,182,27.664,0
160,300,45.9,0
160,300,45.9,0
160,300,45.9,0
199,300,45.9,0
5040,178,27.234,0
1000,500,78.5,0
100,500,78.5,0
8000,260,41.08,0
1000,182,28.756,0
150,416,66.56,0
150,416,66.56,0
60,438.33,71.88612,0
100,200,32.8,0
100,650,107.25,0
1000,182,30.212,0
500,300,50.1,0
100,300,50.1,0
125,600,100.8,0
100,525,88.725,0
500,525,88.725,0
300,150,25.35,0
268,260,44.2,0
500,113.75,19.3375,0
100,555,94.35,0
6000,700,119,0
300,475,81.7,0
300,210,36.12,0
500,295,51.035,0
2000,295,51.035,0
100,650,113.1,0
200,450,78.3,0
107,529,92.575,0
630,505,88.375,0
3150,505,88.375,0
5000,500,87.5,0
90,425,74.8,0
250,350,62.3,0
100,262,46.636,0
300,280,50.12,0
500,275,49.225,0
100,200,36.2,0
100,420,76.02,0
1000,369,66.789,0
1000,369,66.789,0
160,620,112.84,0
2500,800,145.6,0
5225,399,73.017,0
100,350,64.4,0
190,235,43.24,0
1000,265,48.76,0
100,225,41.625,0
100,560,103.6,0
2000,375,69.375,0
2000,375,69.375,0
3000,680,125.8,0
200,475,87.875,0
100,350,65.1,0
248,195,36.27,0
248,195,36.27,0
108,498,92.628,0
1008,164,30.668,0
190,250,47,0
100,279,52.452,0
10017,144,27.216,0
250,270,51.3,0
100,270,51.3,0
100,645,123.195,0
100,342,66.006,0
65,195,37.83,0
200,394,76.436,0
2347,159,30.846,0
5000,159,30.846,0
120,180,34.92,0
400,260,50.7,0
400,260,50.7,0
5000,130,25.35,0
125,300,58.8,0
125,300,58.8,0
125,300,58.8,0
125,300,58.8,0
125,300,58.8,0
1000,1500,294,0
200,271,53.116,0
1000,271,53.116,0
1200,70,13.72,0
3000,70,13.72,0
1000,380,74.86,0
125,475,93.575,0
300,475,93.575,0
125,475,93.575,0
3000,265,52.47,0
3000,70,13.86,0
100,220,43.78,0
3000,275,54.725,0
100,270,53.73,0
100,270,53.73,0
100,568,113.032,0
100,460,92,0
100,255,51,0
1350,472,94.4,0
200,384,76.8,0
1200,159,31.8,0
120,180,36,0
120,180,36,0
100,475,95.475,0
200,475,95.475,0
200,475,95.475,0
200,475,95.475,0
200,475,95.475,0
200,475,95.475,0
200,325,65.325,0
1000,378,76.356,0
500,600,121.2,0
100,600,121.2,0
60,600,121.2,0
250,179,36.158,0
250,179,36.158,0
1092,288,58.176,0
150,400,81.2,0
150,400,81.2,0
150,400,81.2,0
150,400,81.2,0
1000,145,29.58,0
1000000,169,34.476,0
100,265,54.06,0
100,265,54.06,0
5000,245,50.225,0
5000,245,50.225,0
100,300,61.5,0
100,150,30.9,0
1200,186,38.316,0
125,490,100.94,0
350,286,58.916,0
48000,1500,310.5,0
70,300,62.1,0
480,445,92.115,0
575,160,33.28,0
100,300,62.4,0
650,270,56.7,0
1200,186,39.246,0
125,580,122.38,0
120,180,38.16,0
120,180,38.16,0
120,180,38.16,0
66,180,38.16,0
66,180,38.16,0
500,300,63.9,0
250,68,14.484,0
250,68,14.484,0
4100,150,32.1,0
630,420,89.88,0
100,500,107.5,0
54,282,60.63,0
100,276,59.34,0
100,330,71.28,0
1008,136,29.376,0
4000,235,50.76,0
4000,235,50.76,0
70,300,65.1,0
275,425,92.65,0
54,282,61.476,0
54,282,61.476,0
600,370.53,81.14607,0
3000,160,35.2,0
5000,300,66,0
160,370,81.4,0
100,265,58.3,0
10080,295,65.195,0
120,436,96.356,0
100,290,64.09,0
300,432,95.472,0
5000,221,48.841,0
5000,221,48.841,0
5000,150,33.3,0
400,184,40.848,0
400,184,40.848,0
5000,150,33.3,0
190,235,52.17,0
200,262,58.164,0
2500,283,62.826,0
2500,283,62.826,0
1000,225,50.175,0
250,350,78.4,0
500,236,52.864,0
500,236,52.864,0
900,300,67.2,0
4080,230,51.52,0
627,230,51.52,0
4080,230,51.52,0
250,350,78.75,0
270,399,89.775,0
270,399,89.775,0
1000,275,62.15,0
550,410,92.66,0
100,260,58.76,0
500,350,79.1,0
100,750,169.5,0
100,260,58.76,0
100,460,104.42,0
1000,270,61.29,0
3000,120,27.24,0
600,230,52.21,0
600,230,52.21,0
600,230,52.21,0
600,230,52.21,0
2500,230,52.21,0
2700,230,52.21,0
300,350,79.8,0
70,300,68.4,0
1100,405,92.745,0
3000,119,27.251,0
3000,550,125.95,0
1000,515,117.935,0
750,169,38.87,0
560,270,62.1,0
200,145,33.35,0
200,145,33.35,0
230,537.5,123.625,0
500,283,65.09,0
120,165,38.115,0
1200,165,38.115,0
800,145,33.495,0
200,145,33.495,0
2000,760,176.32,0
4413,275,63.8,0
60,391.67,90.86744,0
130,385,89.705,0
900,228,53.124,0
160,445,103.685,0
1000,275,64.35,0
100,280,65.52,0
100,280,65.52,0
130,300,70.2,0
100,220,51.48,0
5000,760,178.6,0
2000,240,56.4,0
375,400,94,0
20000,317,74.812,0
5000,280,66.08,0
500,318,75.048,0
75,235,55.46,0
50000,380,90.06,0
50000,380,90.06,0
2500,625,148.125,0
100,450,106.65,0
55,340,80.58,0
55,340,80.58,0
250,340,80.58,0
112,770,182.49,0
294,133,31.521,0
300,175,41.65,0
5145,500,119,0
2600,650,154.7,0
400,264,62.832,0
